home_avg_pts_for,home_avg_pts_against,home_last5_wins,home_home_wins_pct,home_away_wins_pct,home_avg_margin,away_avg_pts_for,away_avg_pts_against,away_last5_wins,away_home_wins_pct,away_away_wins_pct,away_avg_margin,home_court_flag,implied_total,efficiency_diff,target_total,target_margin,game_id,date,season,home_team_id,away_team_id
87.4,70.1,3,1.0,0.3333333333333333,17.3,79.44444444444444,81.44444444444444,1,1.0,0.14285714285714285,-2.0,1,166.84444444444443,19.30000000000001,162,8,401827157,2025-12-12,2026,142,2011
76.2,74.8,2,0.3333333333333333,0.3333333333333333,1.4,68.1,75.3,2,0.6,0.0,-7.2,1,144.3,8.600000000000009,135,-3,401829459,2025-12-13,2026,155,2710
81.22222222222223,65.0,4,0.875,1.0,16.22222222222222,80.2,68.2,3,0.8333333333333334,0.2,12.0,1,161.42222222222222,4.2222222222222285,142,18,401817269,2025-12-13,2026,153,2908
74.0,65.875,3,1.0,0.3333333333333333,8.125,90.7,69.7,5,1.0,0.75,21.0,0,164.7,-12.875,153,-13,401828286,2025-12-13,2026,166,202
63.6,80.4,1,0.6666666666666666,0.25,-16.8,78.55555555555556,82.0,2,0.6666666666666666,0.16666666666666666,-3.4444444444444446,1,142.15555555555557,-13.355555555555561,114,-16,401823727,2025-12-13,2026,2885,2529
71.77777777777777,82.77777777777777,0,0.2,0.0,-11.0,60.111111111111114,75.22222222222223,0,0.5,0.14285714285714285,-15.11111111111111,1,131.88888888888889,4.111111111111114,154,8,401813281,2025-12-13,2026,2415,315
73.2,72.9,2,0.5555555555555556,0.0,0.3,79.2,69.9,3,0.75,0.16666666666666666,9.3,1,152.4,-9.0,124,10,401824060,2025-12-13,2026,204,147
78.7,72.9,4,0.7777777777777778,0.0,5.8,78.625,73.875,2,0.6666666666666666,0.0,4.75,1,157.325,1.0499999999999972,132,18,401823328,2025-12-13,2026,2752,2623
82.0,74.3,3,0.8571428571428571,0.6666666666666666,7.7,76.55555555555556,61.0,4,0.8333333333333334,1.0,15.555555555555555,1,158.55555555555554,-7.855555555555554,148,-4,401825409,2025-12-13,2026,213,127
81.11111111111111,73.11111111111111,1,0.6666666666666666,0.3333333333333333,8.0,58.55555555555556,89.66666666666667,1,0.0,0.125,-31.11111111111111,1,139.66666666666669,39.111111111111114,146,40,401826935,2025-12-13,2026,77,2296
74.25,75.0,2,1.0,0.3333333333333333,-0.75,62.6,71.1,1,0.6666666666666666,0.2,-8.5,1,136.85,7.749999999999993,161,3,401823042,2025-12-13,2026,2448,2379
79.8,77.7,2,0.8,0.4,2.1,79.0,66.0,3,0.75,0.3333333333333333,13.0,1,158.8,-10.900000000000006,150,2,401823412,2025-12-13,2026,276,2750
85.2,67.9,4,0.875,1.0,17.3,80.9,76.4,2,0.5555555555555556,0.0,4.5,1,166.10000000000002,12.799999999999997,138,20,401823028,2025-12-13,2026,2509,269
77.7,76.8,2,0.6,0.16666666666666666,0.9,67.0,79.8,1,0.3333333333333333,0.14285714285714285,-12.8,1,144.7,13.700000000000003,154,-8,401813404,2025-12-13,2026,2352,116
93.77777777777777,67.55555555555556,4,1.0,0.5,26.22222222222222,76.0,74.125,3,0.6666666666666666,0.0,1.875,1,169.77777777777777,24.347222222222214,172,26,401817247,2025-12-13,2026,97,235
72.25,58.5,3,1.0,0.0,13.75,57.4,71.7,0,0.25,0.0,-14.3,1,129.65,28.050000000000004,109,21,401826903,2025-12-13,2026,2348,309
76.66666666666667,81.55555555555556,2,0.5,0.5714285714285714,-4.888888888888889,68.0,67.4,2,0.5,0.0,0.6,1,144.66666666666669,-5.48888888888888,130,10,401812361,2025-12-13,2026,112358,2325
88.8,72.7,3,0.8571428571428571,0.3333333333333333,16.1,74.6,63.7,4,0.8571428571428571,0.3333333333333333,10.9,1,163.39999999999998,5.200000000000003,153,-1,401817259,2025-12-13,2026,152,2305
74.0,76.55555555555556,0,0.5,0.0,-2.5555555555555554,73.88888888888889,74.55555555555556,2,0.8,0.0,-0.6666666666666666,1,147.88888888888889,-1.8888888888888857,147,9,401824115,2025-12-13,2026,301,2464
85.6,65.3,4,0.8571428571428571,0.6666666666666666,20.3,71.8,79.1,2,0.6,0.0,-7.3,1,157.39999999999998,27.599999999999994,183,25,401809421,2025-12-13,2026,2390,2433
73.44444444444444,57.44444444444444,3,0.8333333333333334,0.6666666666666666,16.0,86.4,86.1,4,1.0,0.2857142857142857,0.3,1,159.84444444444443,15.699999999999989,138,12,401820548,2025-12-13,2026,2460,2473
75.4,73.8,2,0.6666666666666666,0.0,1.6,79.3,69.5,4,1.0,0.3333333333333333,9.8,1,154.7,-8.199999999999989,139,-21,401829480,2025-12-13,2026,2427,2900
91.33333333333333,76.44444444444444,5,1.0,1.0,14.88888888888889,84.66666666666667,75.0,4,1.0,0.4,9.666666666666666,0,176.0,5.222222222222214,161,-9,401813294,2025-12-13,2026,197,201
88.625,74.125,3,0.6666666666666666,0.5,14.5,81.8,77.8,3,0.6666666666666666,0.8,4.0,1,170.425,10.5,155,27,401824309,2025-12-13,2026,2599,314
73.44444444444444,67.77777777777777,3,0.8333333333333334,0.3333333333333333,5.666666666666667,80.7,66.4,5,1.0,0.6666666666666666,14.3,1,154.14444444444445,-8.633333333333326,143,-3,401822337,2025-12-13,2026,2674,350
82.2,65.7,4,1.0,0.4,16.5,83.6,73.4,5,0.8571428571428571,0.6666666666666666,10.2,0,165.8,6.300000000000011,121,15,401826952,2025-12-13,2026,3084,2540
79.8,61.7,5,0.8888888888888888,1.0,18.1,89.1,73.2,3,0.75,0.5,15.9,1,168.89999999999998,2.200000000000003,134,8,401812794,2025-12-13,2026,41,251
82.44444444444444,73.88888888888889,3,0.8,0.5,8.555555555555555,82.0,80.2,3,0.75,0.14285714285714285,1.8,1,164.44444444444446,6.75555555555556,174,36,401823548,2025-12-13,2026,264,253
83.25,84.75,3,1.0,0.0,-1.5,63.5,88.2,0,0.0,0.0,-24.7,1,146.75,23.200000000000003,180,24,401823496,2025-12-13,2026,2511,2569
76.7,67.1,4,1.0,0.3333333333333333,9.6,84.0,77.88888888888889,3,0.5,0.6666666666666666,6.111111111111111,1,160.7,3.4888888888888943,145,5,401823406,2025-12-13,2026,2523,2649
84.77777777777777,69.66666666666667,4,1.0,0.6666666666666666,15.11111111111111,80.3,71.5,3,0.8,0.4,8.8,1,165.07777777777778,6.311111111111103,177,9,401817178,2025-12-13,2026,257,79
79.8,73.5,4,0.8,0.6,6.3,75.1,81.7,3,0.75,0.14285714285714285,-6.6,1,154.89999999999998,12.900000000000006,146,4,401820584,2025-12-13,2026,2514,2349
83.6,82.7,2,0.7142857142857143,0.0,0.9,81.88888888888889,75.11111111111111,2,0.75,0.2,6.777777777777778,1,165.48888888888888,-5.87777777777778,182,12,401811112,2025-12-13,2026,233,2504
80.55555555555556,68.88888888888889,4,1.0,0.3333333333333333,11.666666666666666,71.8,69.3,1,0.625,0.0,2.5,1,152.35555555555555,9.166666666666671,140,18,401817449,2025-12-13,2026,222,221
72.88888888888889,75.44444444444444,0,0.5714285714285714,0.0,-2.5555555555555554,77.0,71.75,3,1.0,0.25,5.25,1,149.88888888888889,-7.805555555555557,166,42,401826090,2025-12-13,2026,2483,302
75.33333333333333,68.0,1,0.7142857142857143,0.0,7.333333333333333,77.9,72.5,4,1.0,0.2,5.4,0,153.23333333333335,1.933333333333323,138,4,401827259,2025-12-13,2026,145,2572
73.88888888888889,81.0,2,0.42857142857142855,0.0,-7.111111111111111,77.5,67.4,5,1.0,0.75,10.1,0,151.38888888888889,-17.21111111111111,171,5,401817204,2025-12-13,2026,195,179
84.66666666666667,66.44444444444444,4,1.0,0.75,18.22222222222222,81.5,65.9,5,1.0,0.3333333333333333,15.6,0,166.16666666666669,2.6222222222222342,161,5,401813261,2025-12-13,2026,328,2287
84.0,80.7,2,0.4,0.2,3.3,94.77777777777777,69.0,5,1.0,1.0,25.77777777777778,1,178.77777777777777,-22.477777777777774,148,-10,401828548,2025-12-13,2026,2198,193
76.1,57.8,4,0.8888888888888888,1.0,18.3,73.4,82.2,1,0.5,0.25,-8.8,1,149.5,27.099999999999994,156,42,401808901,2025-12-13,2026,248,2443
74.5,68.3,3,1.0,0.4,6.2,74.22222222222223,78.66666666666667,1,0.6666666666666666,0.16666666666666666,-4.444444444444445,1,148.72222222222223,10.644444444444446,133,23,401823457,2025-12-13,2026,2619,2117
96.77777777777777,73.0,5,1.0,1.0,23.77777777777778,73.6,73.5,3,0.8,0.0,0.1,1,170.37777777777777,23.677777777777777,155,11,401824940,2025-12-13,2026,238,2110
61.1,70.6,1,0.0,0.1111111111111111,-9.5,60.7,70.5,2,0.8,0.0,-9.8,1,121.80000000000001,0.30000000000000426,113,-27,401813355,2025-12-13,2026,311,2099
83.0,69.1,5,1.0,0.0,13.9,70.88888888888889,82.66666666666667,1,0.5,0.14285714285714285,-11.777777777777779,1,153.88888888888889,25.67777777777779,149,9,401817226,2025-12-13,2026,25,2466
78.44444444444444,83.22222222222223,2,1.0,0.0,-4.777777777777778,74.3,70.1,2,1.0,0.4,4.2,1,152.74444444444444,-8.977777777777789,171,-5,401823506,2025-12-13,2026,331,2856
69.0,73.88888888888889,2,0.4,0.25,-4.888888888888889,77.2,80.2,2,0.8,0.2,-3.0,1,146.2,-1.8888888888888857,154,-22,401812631,2025-12-13,2026,48,2463
80.3,82.8,3,0.75,0.2857142857142857,-2.5,83.5,84.8,2,0.6666666666666666,0.0,-1.3,1,163.8,-1.2000000000000028,191,-19,401823176,2025-12-13,2026,2172,2239
87.55555555555556,72.22222222222223,4,0.8333333333333334,0.6666666666666666,15.333333333333334,90.1,82.4,3,1.0,0.2,7.7,1,177.65555555555557,7.63333333333334,223,3,401822867,2025-12-13,2026,2086,2507
99.88888888888889,71.22222222222223,4,0.8571428571428571,1.0,28.666666666666668,75.33333333333333,65.11111111111111,2,0.75,0.0,10.222222222222221,0,175.22222222222223,18.444444444444443,149,19,401819848,2025-12-13,2026,61,2132
62.3,69.3,2,1.0,0.0,-7.0,72.75,60.375,4,0.8333333333333334,0.5,12.375,1,135.05,-19.375,156,-8,401813325,2025-12-13,2026,2803,2368
65.4,72.6,2,0.5,0.0,-7.2,79.66666666666667,70.66666666666667,3,1.0,0.3333333333333333,9.0,1,145.06666666666666,-16.19999999999999,151,-17,401812651,2025-12-13,2026,2066,2115
77.77777777777777,78.33333333333333,3,0.75,0.2,-0.5555555555555556,82.3,74.0,4,1.0,0.25,8.3,1,160.07777777777778,-8.855555555555554,156,-4,401823221,2025-12-13,2026,91,94
76.33333333333333,68.55555555555556,1,1.0,0.2857142857142857,7.777777777777778,81.3,64.4,4,1.0,0.3333333333333333,16.9,1,157.63333333333333,-9.12222222222222,151,1,401824893,2025-12-13,2026,2046,2193
85.9,76.7,3,0.8571428571428571,0.3333333333333333,9.2,79.5,69.0,3,0.6666666666666666,0.25,10.5,0,165.4,-1.2999999999999972,170,14,401823481,2025-12-13,2026,2,236
75.7,73.2,2,0.6666666666666666,0.0,2.5,80.8,79.6,4,1.0,0.5,1.2,1,156.5,1.2999999999999972,153,1,401826810,2025-12-13,2026,242,2032
87.55555555555556,71.0,4,0.875,0.0,16.555555555555557,81.44444444444444,70.0,4,1.0,0.0,11.444444444444445,0,169.0,5.111111111111114,179,7,401826789,2025-12-13,2026,8,2641
95.4,74.8,4,0.8571428571428571,0.6666666666666666,20.6,88.0,76.4,3,1.0,0.25,11.6,0,183.4,9.000000000000014,215,-15,401820602,2025-12-13,2026,2006,93
76.5,76.0,3,0.5,0.25,0.5,74.2,75.6,1,0.6,0.16666666666666666,-1.4,1,150.7,1.8999999999999915,141,13,401824362,2025-12-13,2026,159,104
83.0,66.7,3,1.0,0.25,16.3,84.66666666666667,74.55555555555556,5,1.0,0.5,10.11111111111111,1,167.66666666666669,6.188888888888883,133,7,401812924,2025-12-13,2026,228,2382
85.6,66.7,4,0.8333333333333334,1.0,18.9,77.22222222222223,73.22222222222223,1,0.6,0.25,4.0,1,162.82222222222222,14.899999999999991,171,3,401830198,2025-12-13,2026,2057,82
74.44444444444444,71.44444444444444,2,1.0,0.0,3.0,86.7,77.2,1,0.75,0.0,9.5,1,161.14444444444445,-6.5,159,-7,401819896,2025-12-13,2026,156,2306
88.44444444444444,78.44444444444444,4,1.0,0.0,10.0,72.55555555555556,71.11111111111111,2,0.5,0.4,1.4444444444444444,1,161.0,8.555555555555557,152,24,401819868,2025-12-13,2026,38,2636
72.66666666666667,72.0,2,1.0,0.3333333333333333,0.6666666666666666,64.33333333333333,68.33333333333333,3,0.5,0.2857142857142857,-4.0,1,137.0,4.666666666666671,145,-3,401808953,2025-12-13,2026,2277,2545
73.0,64.44444444444444,2,1.0,0.0,8.555555555555555,78.7,64.4,4,1.0,0.5,14.3,1,151.7,-5.74444444444444,139,-1,401817483,2025-12-13,2026,183,2275
78.9,71.3,3,0.75,0.0,7.6,74.8,67.6,3,0.75,0.3333333333333333,7.2,0,153.7,0.4000000000000057,118,4,401827524,2025-12-13,2026,47,2261
64.1,76.9,0,0.3333333333333333,0.0,-12.8,76.0,60.25,1,0.5714285714285714,0.0,15.75,1,140.1,-28.55000000000001,150,4,401828313,2025-12-13,2026,2247,55
78.44444444444444,74.77777777777777,2,0.8333333333333334,0.3333333333333333,3.6666666666666665,67.875,71.5,3,0.8,0.0,-3.625,1,146.31944444444446,7.291666666666671,144,8,401822727,2025-12-13,2026,46,2612
80.1,65.3,4,1.0,0.6666666666666666,14.8,75.3,78.6,1,1.0,0.0,-3.3,1,155.39999999999998,18.099999999999994,134,12,401826704,2025-12-13,2026,2244,295
77.3,62.5,3,0.7777777777777778,0.0,14.8,80.8,84.6,1,0.75,0.16666666666666666,-3.8,1,158.1,18.599999999999994,135,29,401822170,2025-12-13,2026,2230,2363
88.6,70.4,4,0.8571428571428571,0.6666666666666666,18.2,83.9,67.1,5,1.0,1.0,16.8,1,172.5,1.3999999999999773,163,-3,401825407,2025-12-13,2026,356,158
82.22222222222223,72.44444444444444,2,0.8333333333333334,0.0,9.777777777777779,90.5,78.0,3,0.6666666666666666,1.0,12.5,0,172.72222222222223,-2.7222222222222143,150,10,401817151,2025-12-13,2026,57,45
81.8,70.5,3,0.6666666666666666,0.75,11.3,77.9,75.0,1,0.75,0.0,2.9,1,159.7,8.399999999999991,184,26,401826795,2025-12-13,2026,2226,399
75.7,69.2,4,1.0,0.25,6.5,70.1,71.6,2,0.42857142857142855,0.3333333333333333,-1.5,1,145.8,8.0,140,24,401817439,2025-12-13,2026,87,339
86.66666666666667,79.22222222222223,2,0.5,0.6,7.444444444444445,73.44444444444444,79.77777777777777,1,0.6666666666666666,0.16666666666666666,-6.333333333333333,1,160.11111111111111,13.777777777777771,164,6,401823466,2025-12-13,2026,2210,2459
87.6,65.3,4,1.0,0.5,22.3,79.33333333333333,70.44444444444444,4,1.0,0.3333333333333333,8.88888888888889,1,166.93333333333334,13.411111111111111,168,36,401808702,2025-12-13,2026,2377,2837
79.6,65.4,3,0.5555555555555556,1.0,14.2,80.9,67.5,4,1.0,0.5,13.4,1,160.5,0.799999999999983,193,-5,401828910,2025-12-13,2026,2181,2449
76.3,76.8,3,0.8333333333333334,0.2,-0.5,59.6,71.8,1,0.6,0.0,-12.2,1,135.9,11.699999999999996,157,-5,401827055,2025-12-13,2026,2344,2169
78.3,67.3,2,0.8333333333333334,0.25,11.0,79.0,68.8,4,0.7777777777777778,0.0,10.2,1,157.3,0.7999999999999972,119,-3,401825575,2025-12-13,2026,2724,305
84.22222222222223,78.44444444444444,2,0.7142857142857143,0.0,5.777777777777778,78.0,71.5,4,0.7142857142857143,0.6666666666666666,6.5,0,162.22222222222223,-0.7222222222222143,198,-8,401826711,2025-12-13,2026,52,113
76.0,69.33333333333333,3,0.7142857142857143,1.0,6.666666666666667,67.5,65.3,1,1.0,0.14285714285714285,2.2,1,143.5,4.466666666666669,127,33,401820215,2025-12-13,2026,2166,2385
87.44444444444444,71.22222222222223,3,0.8571428571428571,0.5,16.22222222222222,74.6,58.8,3,0.8888888888888888,0.0,15.8,0,162.04444444444442,0.42222222222221717,177,1,401819921,2025-12-14,2026,194,277
75.6,68.9,3,1.0,0.6666666666666666,6.7,70.2,65.1,4,0.8571428571428571,0.3333333333333333,5.1,1,145.8,1.59999999999998,115,-1,401828279,2025-12-14,2026,6,249
81.4,78.7,2,0.8571428571428571,0.3333333333333333,2.7,78.33333333333333,78.55555555555556,2,0.6,0.25,-0.2222222222222222,0,159.73333333333335,2.9222222222222314,156,-8,401819912,2025-12-14,2026,254,344
81.8,74.3,3,0.875,0.6666666666666666,7.5,65.5,72.4,1,0.6666666666666666,0.18181818181818182,-6.9,1,147.3,14.400000000000006,135,29,401817525,2025-12-14,2026,259,2379
79.1,76.0,2,0.4,0.6666666666666666,3.1,66.0,70.0,4,0.75,0.375,-4.0,1,145.1,7.099999999999994,125,7,401826769,2025-12-14,2026,261,2771
77.1,78.5,2,0.8333333333333334,0.25,-1.4,94.0,66.0,5,1.0,1.0,28.0,1,171.1,-29.400000000000006,184,-18,401825408,2025-12-14,2026,120,130
88.44444444444444,69.88888888888889,4,1.0,0.6666666666666666,18.555555555555557,89.8,76.0,4,1.0,0.5,13.8,0,178.24444444444444,4.75555555555556,166,12,401817461,2025-12-14,2026,99,2567
84.4,81.4,2,0.75,0.0,3.0,98.5,80.9,5,0.8888888888888888,1.0,17.6,1,182.9,-14.599999999999994,166,10,401823018,2025-12-14,2026,2501,2309
71.8,69.6,1,0.7142857142857143,0.0,2.2,73.71428571428571,86.71428571428571,1,0.3333333333333333,0.0,-13.0,1,145.5142857142857,15.200000000000003,142,36,401827008,2025-12-14,2026,135,2640
76.1,61.9,4,1.0,0.75,14.2,69.9,72.3,1,0.7142857142857143,0.0,-2.4,1,146.0,16.599999999999987,140,22,401826894,2025-12-14,2026,2550,164
78.3,73.7,2,0.5714285714285714,0.3333333333333333,4.6,69.3,81.3,2,0.6666666666666666,0.0,-12.0,1,147.6,16.599999999999994,162,28,401812386,2025-12-14,2026,218,2598
91.55555555555556,69.55555555555556,4,0.875,1.0,22.0,74.6,67.9,2,0.8,0.4,6.7,1,166.15555555555557,15.300000000000011,160,10,401817190,2025-12-14,2026,139,2539
75.1,72.6,3,0.6666666666666666,0.25,2.5,81.88888888888889,72.22222222222223,3,0.7142857142857143,1.0,9.666666666666666,1,156.98888888888888,-7.166666666666657,168,-4,401817472,2025-12-14,2026,23,24
81.11111111111111,69.66666666666667,2,0.75,0.0,11.444444444444445,72.5,75.3,1,0.42857142857142855,0.0,-2.8,1,153.61111111111111,14.24444444444444,126,16,401829424,2025-12-14,2026,2579,2643
83.22222222222223,84.77777777777777,2,0.5,0.4,-1.5555555555555556,81.33333333333333,76.77777777777777,3,1.0,0.3333333333333333,4.555555555555555,1,164.55555555555554,-6.1111111111111,123,-3,401820401,2025-12-14,2026,2439,2634
82.4,70.5,4,0.8333333333333334,0.5,11.9,87.9,77.8,2,0.6,0.5,10.1,1,170.3,1.7999999999999972,171,-1,401826876,2025-12-14,2026,5,2653
83.44444444444444,72.11111111111111,4,1.0,0.75,11.333333333333334,76.3,77.1,4,0.625,1.0,-0.8,0,159.74444444444444,12.133333333333326,160,26,401826847,2025-12-14,2026,28,2655
84.2,72.7,4,0.8333333333333334,0.5,11.5,85.33333333333333,84.0,3,1.0,0.0,1.3333333333333333,1,169.53333333333333,10.166666666666671,184,38,401817535,2025-12-14,2026,154,2511
78.1,62.9,3,1.0,0.3333333333333333,15.2,76.7,78.3,3,0.8,0.2,-1.6,1,154.8,16.79999999999999,142,40,401823650,2025-12-14,2026,2294,2711
85.5,67.0,3,0.6666666666666666,0.0,18.5,88.2,66.9,3,1.0,0.3333333333333333,21.3,1,173.7,-2.799999999999997,132,12,401827208,2025-12-14,2026,96,84
81.0,83.0,2,1.0,0.0,-2.0,75.9,69.1,3,1.0,0.2,6.8,1,156.9,-8.800000000000011,138,-2,401822314,2025-12-14,2026,270,282
95.11111111111111,79.22222222222223,4,0.7142857142857143,1.0,15.88888888888889,88.5,67.125,5,1.0,1.0,21.375,0,183.61111111111111,-5.486111111111114,171,-21,401812266,2025-12-14,2026,333,12
74.6,64.4,2,0.8,0.3333333333333333,10.2,92.3,71.9,4,0.875,0.5,20.4,0,166.89999999999998,-10.200000000000003,164,8,401826737,2025-12-14,2026,2026,2272
80.8,69.3,3,1.0,0.3333333333333333,11.5,80.6,73.1,4,0.75,1.0,7.5,0,161.39999999999998,4.0,161,-3,401819821,2025-12-14,2026,2541,9
83.22222222222223,67.55555555555556,5,1.0,0.6666666666666666,15.666666666666666,74.8,73.6,3,0.6666666666666666,0.42857142857142855,1.2,1,158.02222222222224,14.466666666666669,153,47,401819838,2025-12-14,2026,252,27
84.44444444444444,79.11111111111111,2,1.0,0.16666666666666666,5.333333333333333,65.0,69.4,1,0.5,0.0,-4.4,1,149.44444444444446,9.733333333333334,133,5,401822327,2025-12-14,2026,2097,2050
87.1,71.1,3,1.0,0.3333333333333333,16.0,73.77777777777777,78.77777777777777,2,0.5,0.2,-5.0,1,160.87777777777777,21.0,142,22,401827113,2025-12-14,2026,142,2065
67.4,76.9,1,0.375,0.0,-9.5,78.2,71.2,4,0.8333333333333334,1.0,7.0,1,145.60000000000002,-16.5,143,3,401820814,2025-12-14,2026,151,2084
73.7,80.0,1,0.75,0.14285714285714285,-6.3,73.6,75.5,0,0.42857142857142855,0.0,-1.9,1,147.3,-4.3999999999999915,132,-8,401823739,2025-12-14,2026,2934,2492
73.9,74.9,2,0.42857142857142855,0.3333333333333333,-1.0,70.1,71.7,2,0.5714285714285714,0.0,-1.6,1,144.0,0.6000000000000085,141,7,401820803,2025-12-14,2026,232,2429
67.6,75.1,2,0.3333333333333333,0.0,-7.5,66.4,85.8,1,0.5,0.0,-19.4,1,134.0,11.899999999999991,159,-9,401817161,2025-12-14,2026,2350,2130
79.0,69.7,3,0.625,1.0,9.3,81.0,63.5,4,1.0,0.75,17.5,0,160.0,-8.200000000000003,135,1,401823819,2025-12-14,2026,68,2608
74.11111111111111,68.44444444444444,3,0.625,0.0,5.666666666666667,76.5,70.5,3,1.0,0.42857142857142855,6.0,1,150.61111111111111,-0.3333333333333286,143,21,401823790,2025-12-14,2026,2253,324
84.0,63.6,5,0.9,0.0,20.4,73.5,72.375,1,0.6,0.0,1.125,1,157.5,19.275,127,5,401824902,2025-12-14,2026,62,2638
92.9,65.3,4,1.0,0.75,27.6,77.22222222222223,65.0,4,0.8571428571428571,0.5,12.222222222222221,0,170.12222222222223,15.37777777777778,154,10,401813763,2025-12-14,2026,2250,26
82.1,69.9,5,0.875,0.5,12.2,85.8,82.6,2,0.5714285714285714,0.3333333333333333,3.2,1,167.89999999999998,8.999999999999986,134,16,401823234,2025-12-14,2026,167,526
73.4,76.5,2,0.75,0.3333333333333333,-3.1,73.5,72.6,3,1.0,0.2857142857142857,0.9,1,146.9,-4.0,138,8,401823313,2025-12-14,2026,2217,2405
76.22222222222223,80.55555555555556,3,0.75,0.4,-4.333333333333333,80.1,75.6,4,0.8333333333333334,0.3333333333333333,4.5,1,156.32222222222222,-8.833333333333329,176,-6,401825389,2025-12-14,2026,2698,290
77.3,72.7,4,0.8571428571428571,0.3333333333333333,4.6,84.5,80.6,2,0.75,0.0,3.9,1,161.8,0.6999999999999886,153,3,401813454,2025-12-14,2026,2440,2184
89.6,76.2,4,1.0,0.0,13.4,74.2,79.1,3,0.6666666666666666,0.2857142857142857,-4.9,1,163.8,18.299999999999983,158,4,401817512,2025-12-14,2026,2870,2174
79.3,72.0,3,0.8571428571428571,0.3333333333333333,7.3,80.77777777777777,86.77777777777777,1,0.5,0.0,-6.0,1,160.07777777777778,13.299999999999997,145,23,401813442,2025-12-14,2026,2168,2454
78.3,79.9,2,0.5714285714285714,0.0,-1.6,64.8,84.7,1,0.3333333333333333,0.1,-19.9,1,143.1,18.299999999999997,184,30,401822764,2025-12-14,2026,2515,2154
91.7,64.3,5,1.0,1.0,27.4,61.77777777777778,76.66666666666667,1,0.5,0.0,-14.88888888888889,1,153.4777777777778,42.2888888888889,131,25,401819879,2025-12-14,2026,66,2197
91.0,76.9,4,0.8333333333333334,0.5,14.1,78.5,71.3,3,0.75,0.3333333333333333,7.2,1,169.5,6.8999999999999915,187,37,401823348,2025-12-15,2026,245,294
89.5,78.5,4,0.8333333333333334,1.0,11.0,76.7,79.6,1,0.3333333333333333,0.25,-2.9,1,166.2,13.899999999999991,129,7,401824140,2025-12-15,2026,30,265
83.7,71.9,3,0.8571428571428571,0.0,11.8,61.4,75.8,0,0.5,0.125,-14.4,1,145.1,26.199999999999996,142,26,401813382,2025-12-16,2026,2670,315
77.5,78.2,3,0.75,0.125,-0.7,77.2,78.7,2,0.6666666666666666,0.2857142857142857,-1.5,1,154.7,0.7999999999999972,169,5,401823728,2025-12-16,2026,2349,2529
74.8,66.3,3,0.6666666666666666,0.5,8.5,88.0,71.7,4,1.0,0.0,16.3,0,162.8,-7.799999999999997,159,-15,401823762,2025-12-16,2026,2571,2751
76.5,62.1,4,0.8333333333333334,1.0,14.4,82.6,77.6,2,0.5,0.5,5.0,1,159.1,9.399999999999999,161,23,401823472,2025-12-16,2026,127,2649
66.8,88.0,0,0.0,0.0,-21.2,79.7,69.6,3,0.8333333333333334,0.16666666666666666,10.1,1,146.5,-31.30000000000001,150,-6,401827064,2025-12-16,2026,2569,2908
65.3,68.6,3,0.5,0.375,-3.3,78.0,73.6,3,1.0,0.2857142857142857,4.4,1,143.3,-7.700000000000003,139,-1,401808703,2025-12-16,2026,2545,2837
72.5,72.2,2,0.75,0.3333333333333333,0.3,85.1,65.4,4,1.0,0.5,19.7,1,157.6,-19.39999999999999,146,-10,401820475,2025-12-16,2026,2277,2377
71.0,88.8,1,0.2,0.0,-17.8,73.6,75.9,3,0.8,0.4,-2.3,1,144.6,-15.499999999999986,140,-26,401826972,2025-12-16,2026,2241,2747
86.8,59.6,5,1.0,1.0,27.2,80.4,73.8,5,1.0,0.3333333333333333,6.6,1,167.2,20.599999999999987,170,24,401817236,2025-12-16,2026,150,288
71.7,71.3,2,0.75,0.16666666666666666,0.4,74.7,69.9,4,0.7777777777777778,0.0,4.8,1,146.4,-4.3999999999999915,140,-8,401827516,2025-12-16,2026,2182,47
66.5,69.4,4,0.75,0.2857142857142857,-2.9,76.55555555555556,74.66666666666667,3,0.6,0.25,1.8888888888888888,1,143.05555555555554,-4.788888888888891,153,-25,401812670,2025-12-16,2026,107,159
66.0,72.22222222222223,2,1.0,0.0,-6.222222222222222,73.44444444444444,74.66666666666667,3,0.75,0.4,-1.2222222222222223,1,139.44444444444446,-5.0,128,8,401823439,2025-12-16,2026,2010,2453
78.66666666666667,67.0,4,0.5714285714285714,1.0,11.666666666666666,84.3,74.9,2,1.0,0.0,9.4,1,162.96666666666667,2.26666666666668,134,4,401812256,2025-12-16,2026,2628,2916
79.7,67.9,2,0.5714285714285714,1.0,11.8,84.4,71.6,4,1.0,0.75,12.8,1,164.10000000000002,-1.0000000000000142,124,-10,401824044,2025-12-17,2026,2351,28
80.9,66.0,2,0.75,0.5,14.9,94.3,68.1,4,1.0,0.5,26.2,1,175.2,-11.299999999999997,145,21,401817248,2025-12-17,2026,2633,97
78.7,78.1,3,0.6,0.4,0.6,76.0,79.4,3,0.6666666666666666,0.5714285714285714,-3.4,1,154.7,4.000000000000014,170,4,401812362,2025-12-17,2026,344,112358
72.9,66.2,4,0.8571428571428571,0.5,6.7,70.3,68.2,3,1.0,0.3333333333333333,2.1,1,143.2,4.6000000000000085,122,24,401819886,2025-12-17,2026,2305,119
89.4,72.8,3,0.75,0.3333333333333333,16.6,78.2,76.7,3,0.75,0.3333333333333333,1.5,1,167.60000000000002,15.100000000000009,148,42,401826858,2025-12-17,2026,251,2330
